"","variable","missingValues","class","distinctValues","perMissingValues","sampleValue","nonMissingValues","missingPercentage","minimum","mean","maximum","stdDeviation","variance","p01","p05","p10","p25","p50","p75","p90","p95","p99","numOutliers"
"636","SE.PRE.ENRR.MA",2595,"numeric",2825,47.88,NA,2825,47.88,0.25587,53.4559496283186,185.2644,34.4140727651276,1184.32840428349,0.799988,2.416868,5.49831,23.10175,54.29338,82.88211,98.50107,104.961126,116.8461044,1
"637","SE.PRM.AGES",500,"numeric",6,9.23,"6",4920,9.23,4,6.12581300813008,8,0.602077069582046,0.362496797716503,5,5,5,6,6,6,7,7,7,1795
"638","SE.PRM.CMPT.FE.ZS",2999,"numeric",2421,55.33,NA,2421,55.33,6.56493,83.173281346551,187.64764,25.4636480171906,648.397370343372,13.559314,27.66261,40.74873,70.77949,93.97053,99.66977,104.57031,107.89376,117.204988,122
"639","SE.PRM.CMPT.MA.ZS",2999,"numeric",2421,55.33,"107.08201",2421,55.33,14.6183,85.1314384386617,183.0647,21.785041682082,474.588041090051,24.699132,39.12395,50.88738,73.78544,93.24901,99.4933,103.87001,107.9343,119.353146,96
"640","SE.PRM.CMPT.ZS",2805,"numeric",2614,51.75,NA,2615,51.75,13.93336,84.4883428680688,185.29659,23.0932911277294,533.300095110063,19.633214,33.566749,46.860744,72.618775,93.75857,99.45971,103.988396,107.54283,117.8524072,121
"641","SE.PRM.DURS",500,"numeric",7,9.23,"7",4920,9.23,3,5.68475609756098,8,0.928207280352434,0.861568755299263,3,4,4,5,6,6,7,7,8,130
"642","SE.PRM.ENRL",1589,"numeric",3822,29.32,"29753576",3831,29.32,1134,3376684.9347021,141154752,12505841.1535105,156396062956837,1811.5,10153,29568,138188.5,579486,2536938.5,5986268,10958588,79961082.7999885,375
"643","SE.PRM.ENRL.FE.ZS",1657,"numeric",3728,30.57,"47.65544",3763,30.57,0,47.6198184560191,54.74714,2.9310495958705,8.59105173345261,36.1022332,41.932171,44.777046,47.59817,48.46064,48.83131,49.356032,49.89546,50.825961,549
"644","SE.PRM.ENRL.TC.ZS",2325,"numeric",3095,42.9,"46.09623",3095,42.9,5.22581,26.6498308788368,100.23649,13.8194676072901,190.977684948941,8.6048464,10.843588,12.402546,16.69579,22.93853,33.403035,46.959114,54.108657,67.9719986,102
"645","SE.PRM.ENRR",1732,"numeric",3686,31.96,"100.73112",3688,31.96,20.29839,100.234858638829,175.33623,17.5874513237672,309.318444065881,34.3249578,63.7027595,80.122748,96.4857975,102.09238,108.8597875,116.752582,122.528114,140.051943,459
"646","SE.PRM.ENRR.FE",1859,"numeric",3558,34.3,NA,3561,34.3,0,97.9141544594215,174.79919,19.6742572071372,387.076396652589,27.379112,55.07703,72.7792,94.98789,101.23794,107.65322,115.05532,120.75858,140.72193,492
"647","SE.PRM.ENRR.MA",1859,"numeric",3562,34.3,"120.01652",3561,34.3,20.74028,102.371012263409,179.07361,16.5662589183109,274.440934548515,41.50828,70.65879,84.6076,97.58631,103.03475,110.34467,119.60634,125.55691,141.353578,391
"648","SE.PRM.GINT.FE.ZS",2677,"numeric",2740,49.39,"94.03427",2743,49.39,9.21977,101.959743981043,256.82446,22.1572813756578,490.945117960073,35.1852462,61.540417,81.873828,95.08196,101.31062,108.706215,123.802874,136.445306,178.6218002,407
"649","SE.PRM.GINT.MA.ZS",2677,"numeric",2741,49.39,NA,2743,49.39,31.66541,105.386165967918,268.92566,21.4174248917309,458.706088992936,48.4858774,75.156603,87.39524,96.718025,102.44629,111.52073,128.868924,144.0054,180.7027776,343
"650","SE.PRM.GINT.ZS",2495,"numeric",2926,46.03,"86.84505",2925,46.03,26.68211,103.302616717949,262.85187,21.2881029920385,453.18332899964,37.8876776,68.6534,85.023048,96.05335,101.5644,109.49821,125.33403,137.188428,178.5078332,413
"651","SE.PRM.NENR",2952,"numeric",2465,54.46,"92.92719",2468,54.46,19.15098,87.0425932333874,100,15.4518430379699,238.75945327006,28.0754672,50.6785815,64.185431,84.9638025,92.992215,96.737985,98.852584,99.501697,99.9499933,291
"652","SE.PRM.NENR.FE",3321,"numeric",2099,61.27,"89.04152",2099,61.27,14.63608,84.6597502572654,99.98612,17.5182925450761,306.890573694868,23.5666288,43.212617,56.783924,82.50052,91.41506,95.94495,98.250352,99.041674,99.849788,266
"653","SE.PRM.NENR.MA",3321,"numeric",2100,61.27,NA,2099,61.27,20.90268,86.5088152310624,99.96173,14.777249971594,218.367116722974,32.269371,53.124029,65.087048,83.21219,92.00155,96.165855,98.561954,99.229169,99.8484768,190
"654","SE.PRM.NINT.FE.ZS",4385,"numeric",1036,80.9,NA,1035,80.9,0,64.2535634009662,99.35778,21.5889528806299,466.082886482058,15.8932718,22.963838,31.585744,50.428585,66.89362,80.582435,91.25927,95.625054,98.569266,2
"655","SE.PRM.NINT.MA.ZS",4385,"numeric",1036,80.9,NA,1035,80.9,0,65.0997074299517,99.78392,21.0104909995921,441.440732043939,16.7213604,25.382022,34.303942,51.62276,67.6399,80.71951,91.603382,96.291451,98.449609,6
"656","SE.PRM.NINT.ZS",4364,"numeric",1057,80.52,"96.24146",1056,80.52,0,64.6784199905303,99.31839,21.2743490858833,452.597929028022,16.6136805,24.530725,33.99286,50.5302125,67.23075,80.809215,91.90362,96.0872425,98.32537,2
"657","SE.PRM.PRIV.ZS",2441,"numeric",2823,45.04,NA,2979,45.04,0,14.0968928264518,99.24663,18.4889799773368,341.84238060236,0,0.0109530000000001,0.352788,1.72984,7.52123,18.001105,35.513296,54.400792,88.1492154,205
"658","SE.PRM.PRS5.FE.ZS",3950,"numeric",1454,72.88,NA,1470,72.88,0,80.4021331088435,100,19.0409961313404,362.55953367372,26.9842198,41.4326315,52.591731,67.8567675,86.597855,96.649215,99.182248,99.7144305,100,10
"659","SE.PRM.PRS5.MA.ZS",3950,"numeric",1465,72.88,NA,1470,72.88,0,79.8370902040816,100,18.1524803119124,329.512541474368,30.2326183,44.4025265,53.203152,67.4967625,85.476985,95.21071,98.815378,99.489586,99.9666769,8
"660","SE.PRM.PRS5.ZS",3745,"numeric",1675,69.1,NA,1675,69.1,0,80.4459521492537,100,18.0663637112925,326.393497748706,29.3781024,43.944283,54.023224,69.00556,86.1862,95.57738,98.829232,99.419659,99.8546126,17
"661","SE.PRM.PRSL.FE.ZS",3734,"numeric",1672,68.89,NA,1686,68.89,11.12964,79.4998664827995,100,21.2389899118744,451.094692476702,22.5195835,35.021705,47.13497,65.92368,88.064905,97.2490675,99.047825,99.584405,99.99777,11
"662","SE.PRM.PRSL.MA.ZS",3734,"numeric",1679,68.89,"97.04372",1686,68.89,16.21676,78.7396409311981,100,20.5277698194008,421.389333758304,25.52143,37.0287475,47.40265,64.017715,85.92052,96.5071825,98.679095,99.35131,99.9597955,0
"663","SE.PRM.PRSL.ZS",3488,"numeric",1932,64.35,NA,1932,64.35,14.19522,79.7681014699793,100,20.1451507861907,405.827100198361,25.9447475,37.6257355,48.752536,67.19377,87.21599,96.7329425,98.748691,99.277897,99.8177654,13
"664","SE.PRM.REPT.FE.ZS",2847,"numeric",2378,52.53,NA,2573,52.53,0,6.5289565643218,46.23151,7.84932102956039,61.6118406250989,0,0,0.066156,0.6808,3.49342,9.25945,18.455864,24.076654,33.4156512000001,185
"665","SE.PRM.REPT.MA.ZS",2847,"numeric",2387,52.53,NA,2573,52.53,0,7.46119204819277,45.77127,8.09175312607753,65.4764686533855,0,0,0.102722,0.94212,4.56711,11.17551,19.903932,24.29301,33.522838,85
"666","SE.PRM.REPT.ZS",2656,"numeric",2571,49,"11.92663",2764,49,0,6.90472703690304,45.95537,7.91200238429601,62.5997817291058,0,0,0.100303,0.79605,3.78873,10.22653,19.248575,23.9535945,33.0729601,126
"667","SE.PRM.TCAQ.FE.ZS",4514,"numeric",721,83.28,NA,906,83.28,5.56714,83.1696477373068,100,17.9846682916816,323.448293561818,23.472847,48.41852,57.327465,71.23818,89.34113,98.946935,100,100,100,13
"668","SE.PRM.TCAQ.MA.ZS",4514,"numeric",707,83.28,NA,906,83.28,10.56106,80.3509784988963,100,20.1133122767249,404.545330741051,22.767997,43.2954275,50.64249,65.8771225,87.45125,98.77974,100,100,100,6
"669","SE.PRM.TCAQ.ZS",4405,"numeric",834,81.27,NA,1015,81.27,5.86389,82.8916651231527,100,18.0760756634539,326.744511390911,27.9442654,48.573875,56.32919,71.304555,88.6385,98.85414,100,100,100,11
"670","SE.PRM.TCHR",2354,"numeric",2972,43.43,NA,3066,43.43,69,137021.206776204,6073666,507030.545378399,257079973946.717,225.55,615.5,1473,7135.25,27013.5,99222.75,272821,389562.25,1765134.25,368
"671","SE.PRM.TCHR.FE.ZS",2578,"numeric",2824,47.56,NA,2842,47.56,5.88972,66.3529734201267,99.68211,22.8576035844216,522.470041622562,12.7472782,24.0687855,30.840238,49.0240875,73.1496,84.450005,92.221309,96.607404,98.8665035,0
"672","SE.PRM.TENR",2952,"numeric",2466,54.46,"96.088",2468,54.46,19.15098,88.2632359359805,100,15.7321561089974,247.500735837866,28.2259827,50.7944865,65.111926,86.0614525,94.963765,98.0830575,99.398156,99.730485,99.9593746,288
"673","SE.PRM.TENR.FE",3321,"numeric",2098,61.27,NA,2099,61.27,14.63608,85.9758353787518,99.99678,17.9088781534439,320.727916714898,23.5666288,43.212617,57.381798,83.46096,93.59258,97.499665,99.056852,99.632093,99.9229798,258
"674","SE.PRM.TENR.MA",3321,"numeric",2100,61.27,NA,2099,61.27,20.90268,87.6474007241544,99.99813,15.0323826111468,225.97252696791,32.3472962,53.26749,65.606618,84.25594,93.96118,97.39423,99.122428,99.569496,99.891938,192
"675","SE.PRM.UNER",2952,"numeric",2418,54.46,"31192",2468,54.46,0,369474.877228525,19553992,1234678.22139113,1524430310377.57,83.01,389,1016.7,5061.5,35429,201338.5,893527.900000001,1340049.05,6534617.57999999,416
"676","SE.PRM.UNER.FE",3320,"numeric",2041,61.25,"2375",2100,61.25,10,227508.946190476,13416546,781214.568087515,610296201392.162,57.99,313.85,629.9,3230.25,20774.5,135083,540762.5,830451.25,3834445.88999999,331
"677","SE.PRM.UNER.MA",3320,"numeric",2043,61.25,"184848",2100,61.25,20,190483.14952381,6724853,575356.768926153,331035411549.143,111.98,392.9,818.8,3339.75,20915.5,114081.5,472262,709381.05,3056244.81999999,337
"678","SE.SEC.AGES",592,"numeric",6,10.92,"13",4828,10.92,10,11.8046810273405,14,0.896187423146906,0.803151897406692,10,10,11,11,12,12,13,13,14,103
"679","SE.SEC.DURS",588,"numeric",7,10.85,"6",4832,10.85,4,6.34850993377483,9,0.908469916291282,0.825317588806288,4,5,5,6,6,7,7,8,8,99
"680","SE.SEC.ENRL",2189,"numeric",3223,40.39,NA,3231,40.39,912,2739151.0666009,119400528,9968348.83223839,99367978441188.4,2334.9,7465.5,20311,106336.5,464555,1688777,5022416,9079218.5,64879241.9999998,443
"681","SE.SEC.ENRL.FE.ZS",2332,"numeric",3081,43.03,"47.22034",3088,43.03,0,47.6990190414508,62.5338,5.19865736994606,27.0260384500945,26.1380553,37.011698,41.302184,47.3371475,48.972255,50.2871,51.620315,52.9090955,56.4879018,457
"682","SE.SEC.ENRL.GC",1941,"numeric",3464,35.81,"46624",3479,35.81,943,2205205.58614185,117899080,7995248.22888023,63923994241412.4,2024.92,6562.9,16961.2,94119.5,377156,1281222,4318905.4,7789967.4,46957341.9999999,492
"683","SE.SEC.ENRL.GC.FE.ZS",2022,"numeric",3386,37.31,"50.66124",3398,37.31,0,48.29884,64.39456,5.68441617710013,32.3125872744777,26.0762638,36.1527685,40.386322,47.353165,49.98443,51.343915,52.745134,53.695042,57.1044794,413
"684","SE.SEC.ENRL.TC.ZS",3188,"numeric",2233,58.82,"16.2016",2232,58.82,4.97932,17.5915325537634,80.05232,8.06742973403751,65.0834225136326,7.0695135,8.727091,9.704655,11.8235275,15.556515,21.397405,29.044422,33.0769135,41.402637,62
"685","SE.SEC.ENRL.VO",2557,"numeric",2631,47.18,"546995",2863,47.18,0,317045.276219497,21140348,1249962.80657864,1562407017829.96,0,0,499,4264,38172,212479.5,783347.600000001,1435204.3,2408952.38,405
"686","SE.SEC.ENRL.VO.FE.ZS",2829,"numeric",2556,52.2,"53.87104",2591,52.2,0,40.108064079506,95.94096,11.7000693797152,136.89162349015,1.204137,15.9185,24.89313,34.95832,42.15851,47.093195,51.57143,55.607695,65.108788,170
"687","SE.SEC.ENRR",2280,"numeric",3140,42.07,NA,3140,42.07,5.13232,74.6248024012739,163.10101,30.882095249264,953.703806984614,7.3947466,16.090213,25.692069,50.860025,83.01218,97.26029,106.41966,113.6362375,137.3795251,0
"688","SE.SEC.ENRR.FE",2482,"numeric",2939,45.79,NA,2938,45.79,0,75.0901676820967,175.2672,33.126503530618,1097.36523616405,5.103284,12.1159025,21.394995,50.00785,84.827045,98.1170925,108.394145,117.050886,141.4821408,4
"689","SE.SEC.ENRR.MA",2482,"numeric",2939,45.79,NA,2938,45.79,5.63952,75.3775537304289,161.58864,29.4926263008364,869.815006120789,9.7288815,19.7231925,30.140453,53.126475,82.496275,97.4436775,106.590946,113.9058235,135.6603656,0
"690","SE.SEC.NENR",3694,"numeric",1726,68.15,NA,1726,68.15,2.68421,67.8499795654693,100,25.8743945431574,669.484292974972,6.4639775,15.7781475,25.33489,48.9707475,77.363305,88.535885,94.188985,96.2566075,99.2505125,0
"691","SE.SEC.NENR.FE",3768,"numeric",1641,69.52,NA,1652,69.52,2.21383,68.5221992009685,100,27.0495114891602,731.676071802208,4.6721727,12.461767,23.12589,49.7649075,79.183045,89.90548,94.901574,96.84166,99.7362407,0
"692","SE.SEC.NENR.MA",3768,"numeric",1649,69.52,NA,1652,69.52,3.16696,67.2169111561743,100,25.4892798147277,649.703385473483,8.3031507,16.994534,25.377074,47.6547775,76.617735,87.8176925,93.744047,95.94772,98.8900429,0
"693","SE.SEC.PRIV.ZS",3582,"numeric",1808,66.09,NA,1838,66.09,0,18.5596490750816,96.0528,19.9432574323743,397.733517013954,0,0.495774,1.115222,4.5549975,12.47268,26.2296925,42.163118,62.319084,95.2164627,115
"694","SE.SEC.PROG.FE.ZS",3646,"numeric",1546,67.27,NA,1774,67.27,12.26422,89.4062616798196,100,14.6891756766305,215.771882058914,38.8028804,57.991372,66.982886,84.08441,96.719985,99.4478025,100,100,100,106
"695","SE.SEC.PROG.MA.ZS",3646,"numeric",1440,67.27,"100",1774,67.27,14.59096,90.0430175140924,100,14.0221409302743,196.620436268474,41.5848787,59.6107555,70.193687,85.3641825,96.77024,99.731295,100,100,100,122
"696","SE.SEC.PROG.ZS",3458,"numeric",1921,63.8,NA,1962,63.8,13.58216,89.9069475433231,100,14.1063219466723,198.988318863169,40.5134639,59.409734,68.792401,85.116665,96.806295,99.33651,99.838404,99.940498,100,136
"697","SE.SEC.TCHR",3165,"numeric",2200,58.39,NA,2255,58.39,101,172691.119761641,6550540,569854.069974282,324733661066.253,257.24,543,1037.8,5177.5,30771,100041,359744,604799.599999999,3661354,313
"698","SE.SEC.TCHR.FE",3375,"numeric",1929,62.27,"453",2045,62.27,39,87059.5114608802,3250337,268653.460397343,72174681783.4666,101.88,246.4,400,1823,15115,52486,196150.8,308811.8,1265849,269
"699","SE.SEC.TCHR.FE.ZS",3370,"numeric",2047,62.18,"54.51436",2050,62.18,3.76074,50.8973886097561,95.16783,18.4264705311988,339.534816237138,6.1858345,12.873796,19.942574,41.753915,54.63482,63.5977425,71.377185,76.709345,82.2249042,31
"700","SE.TER.ENRR",2640,"numeric",2780,48.71,NA,2780,48.71,0,30.8008925215827,119.77875,24.6272150596028,606.499721591928,0.4981111,1.3759785,2.803649,9.621285,25.185855,47.646165,67.542734,78.438534,91.2259885,6
"701","SE.TER.ENRR.FE",2928,"numeric",2492,54.02,"48.4733",2492,54.02,0,35.514711540931,150.70758,29.2186509111591,853.729561068178,0.200997,0.6146705,1.892972,8.9141925,30.050015,55.1978225,79.717439,91.878832,103.9665646,3
"702","SE.TER.ENRR.MA",2928,"numeric",2493,54.02,"13.76508",2492,54.02,0,29.4090926444623,113.5461,22.1277490959516,489.637280053388,0.7071515,2.0026695,3.646487,10.5032825,25.004095,45.892625,59.603488,67.780842,86.0114921,18
"703","SE.TER.TCHR.FE.ZS",3734,"numeric",1665,68.89,NA,1686,68.89,1.22511,35.3413962752076,82.21014,13.7687413774493,189.578239119085,4.5860515,9.233505,14.622715,27.63479,36.72768,44.65324,52.78631,55.83524,61.2590450000001,8
"704","SE.XPD.PRIM.PC.ZS",4184,"numeric",1236,77.2,NA,1236,77.2,0.31296,16.1085876537217,77.41897,7.83420616862992,61.374786292599,4.0297635,6.7210475,8.060125,10.96076,15.08361,19.9272,23.786525,26.927905,50.2060280000001,30
"705","SE.XPD.SECO.PC.ZS",4281,"numeric",1138,78.99,NA,1139,78.99,2.98478,22.0223829236172,88.93907,11.4463842117775,131.019711523629,5.0502804,8.240904,10.23528,14.88057,20.31847,26.050315,34.470322,41.912456,67.0858539999999,53
"706","SE.XPD.TERT.PC.ZS",4295,"numeric",1121,79.24,NA,1125,79.24,0,73.6687982311111,2524.6355,183.204332050251,33563.8272819787,7.2573236,10.36577,14.210828,21.06041,31.48966,52.2215,138.274106,256.61623,863.7380176,151
"707","SE.XPD.TOTL.GB.ZS",3705,"numeric",1716,68.36,"16.2449",1715,68.36,3.93043,14.9774593527697,44.8018,4.98853128853949,24.8854444167374,5.7235158,8.186356,9.35364,11.17872,14.26845,18.198645,21.658036,23.42212,28.5220806,16
"708","SE.XPD.TOTL.GD.ZS",3205,"numeric",2214,59.13,NA,2215,59.13,0,4.57370854176072,44.33398,2.22096227398969,4.93267342248545,1.2027698,1.932184,2.373004,3.22647,4.33518,5.510885,6.780764,7.729531,12.2047368,57
"709","SG.GEN.LSOM.ZS",4112,"numeric",1308,75.87,NA,1308,75.87,2.09500103712923,29.1076419443173,64.2399391334847,10.2395783436773,104.848964656305,4.59192384338853,9.24851840376942,15.0236831591348,23.9808385137092,29.7805577754809,35.4202851865839,40.3741187786844,44.2512627483009,57.1689512506727,62
"710","SG.GEN.PARL.ZS",2058,"numeric",371,37.97,"30.8",3362,37.97,0,15.787745389649,63.8,10.7848312033666,116.31258408511,0,0.9,3.1,8,13.3,22,31.49,36.8,44.7,49
"711","SH.CON.1524.FE.ZS",5264,"numeric",122,97.12,NA,156,97.12,0,14.3724358974359,66,13.0230295950894,169.599299834574,0.555,1.475,2.4,5.05,11.1,19.125,29.95,44.15,56.8249999999999,12
"712","SH.CON.1524.MA.ZS",5288,"numeric",122,97.56,NA,132,97.56,7.5,39.2371212121212,79.2,17.0958653333678,292.268611496646,8.331,13.455,17.64,26.625,37.95,51.6,63.65,70.7949999999999,78,0
"713","SH.DYN.AIDS.FE.ZS",2852,"numeric",2558,52.62,"58.0084124803703",2568,52.62,1.62324649298597,41.4410344271131,72.8822646365001,15.8671084624694,251.765130959768,8.65252185788416,14.1222631155337,19.5129506222401,28.7288442869619,43.1020407310567,57.0400665765955,58.7615248418296,59.9446336593563,68.1610441098774,0
"714","SH.DYN.AIDS.ZS",2774,"numeric",216,51.18,"3",2646,51.18,0.1,2.48080120937264,29.6,5.02404971128751,25.2410755014881,0.1,0.1,0.1,0.1,0.6,2,6.25,14.2,26.7,354
"715","SH.DYN.CHLD.FE",5309,"numeric",105,97.95,NA,111,97.95,4.7,63.2837837837838,231.7,37.0803342647985,1374.95118918919,9.14,15.65,21.1,37.25,58.4,80.95,111.5,124.25,195.79,2
"716","SH.DYN.CHLD.MA",5309,"numeric",108,97.95,NA,111,97.95,5.1,66.1450450450451,211.5,36.4699246920446,1330.05540704341,8.7,16.45,22,39.75,63.4,86,109.7,131.3,179.37,2
"717","SH.DYN.MORT",620,"numeric",1478,11.44,"12.4",4800,11.44,1.9,51.6939375,321.9,54.6424266793797,2985.79479341139,2.9,4.3,5.5,11.6,28.1,77.8,133.41,171.8,226.404,190
"718","SH.DYN.NMRT",620,"numeric",591,11.44,"22.2",4800,11.44,0.7,18.9407083333333,71.4,14.8024134929415,219.111445216017,1.2,2.3,3,6.5,14.55,28.6,41.4,47.705,59.101,26
"719","SH.H2O.SAFE.RU.ZS",645,"numeric",760,11.9,"87.9",4775,11.9,3,78.0337172774869,100,22.4430760235511,503.691661398895,21.648,33.57,42.6,63.85,85.8,98,100,100,100,14
"720","SH.H2O.SAFE.UR.ZS",523,"numeric",422,9.65,"100",4897,9.65,24.1,92.9588931999183,100,10.1581358374972,103.187723693044,52.072,71.88,80.4,91.3,96.9,99.6,100,100,100,437
"721","SH.H2O.SAFE.ZS",572,"numeric",672,10.55,"87.9",4848,10.55,13.4,84.4991336633663,100,18.1000781159378,327.612827803051,31.541,46.4,54.8,75.8,92.2,98.9,100,100,100,149
"722","SH.HIV.0014",3476,"numeric",192,64.13,"4400",1944,64.13,100,22026.8004115226,380000,53158.2411001322,2825798596.85978,100,100,100,500,2700,14000,61000,150000,281399.999999999,263
