"","variable","missingValues","class","distinctValues","perMissingValues","sampleValue","nonMissingValues","missingPercentage","minimum","mean","maximum","stdDeviation","variance","p01","p05","p10","p25","p50","p75","p90","p95","p99","numOutliers"
"255","FM.AST.DOMS.CN",1214,"numeric",4207,22.4,"3.1549e+10",4206,22.4,-2.5718008e+13,32819169086420.1,5381432564157180,259121444233375,6.71439228615899e+28,-52477866050,271263000,877762270.567133,7212743282.77635,108412079971.217,929499167687.23,5261758110631.26,21844802413513.1,1164228772816244,665
"256","FM.AST.NFRG.CN",1205,"numeric",4215,22.23,"158236239146.343",4215,22.23,-39383359300000,6548578405836.7,1176637624456760,53562019607918.2,2.86888994447901e+27,-330690353956.043,-38054297690.5922,-4484630229.30088,535910331.579224,20974298807.8436,220504317750.631,2186198986348.93,10723990774458.1,175838604075691,814
"257","FM.AST.PRVT.ZG.M3",1608,"numeric",3813,29.67,"25.6679369442536",3812,29.67,-150.943460582729,16.4087440492825,5232.734837897,129.558156034971,16785.3157951819,-22.1047435090715,-4.09559084391397,-0.61409234933215,3.21668432271491,8.36385224359993,15.6351218488312,27.239873776732,38.4578278971528,88.0268669466292,315
"258","FM.LBL.BMNY.CN",1562,"numeric",3859,28.82,"556626269000",3858,28.82,71.8211266666666,38333768389148.2,5771436493824790,277500265591863,7.70063974035547e+28,82093605.11,616095046.33765,1464061600,9159895284.605,149056841078.623,1110919004176.5,8270900329764.38,44791973800000,1.161475365e+15,607
"259","FM.LBL.BMNY.GD.ZS",1606,"numeric",3815,29.63,"37.0067691460588",3814,29.63,1.61715500756833,53.4487900595195,3049.01936302671,62.9880298981384,3967.49191044877,8.49690315280963,13.6233206466224,17.2304072938708,25.5806354770156,42.6444376601973,66.9993601565304,97.9136064921975,129.250600769763,217.57872765804,192
"260","FM.LBL.BMNY.IR.ZS",1662,"numeric",3759,30.66,"1.70024301611027",3758,30.66,0.190862377315071,8.2551578112029,3691.13991217073,67.0502437708364,4495.73518972858,0.551682828580223,0.940637698534853,1.22424686252872,1.85003688404832,3.16906528010382,5.28123672230699,9.44083057142627,17.4325916613254,80.1601911025506,326
"261","FM.LBL.BMNY.ZG",1604,"numeric",3817,29.59,NA,3816,29.59,-67.3380348624878,29.6909386464591,9046.61373055154,229.559352053897,52697.4961154053,-12.7525979900075,-1.09806434922166,2.47745721743834,6.9388940171846,13.4155852804667,22.73004023075,38.0300658215272,52.6171487559836,152.951684260849,276
"262","FP.CPI.TOTL",1364,"numeric",3881,25.17,NA,4056,25.17,9.31404449721431e-09,76.5791326258257,772.020086336007,34.7043480648336,1204.39177460512,0.937004465161298,15.3804641050941,30.8883493467999,56.3711260888909,79.3500434954977,100,110.024359821326,120.654979429386,148.91430274339,20
"263","FP.CPI.TOTL.ZG",1246,"numeric",4174,22.99,"1.25098502758073",4174,22.99,-35.836676356629,34.2423133819592,24411.0308092604,555.147529822009,308188.779867478,-2.90095273751462,-0.286311057592024,0.606935378378695,2.08507451075581,4.52173660299632,9.42068426379581,21.3807874525805,39.2716405805144,303.606697763303,450
"264","FP.WPI.TOTL",3647,"numeric",1685,67.29,"87.8596291823547",1773,67.29,0.00255223607668233,78.8263745976357,751.616140427763,33.8232640530607,1144.01319120307,1.0006947837452,18.6818363125555,34.7722274910412,63.5321485347564,81.9534016278346,100,109.46591621534,115.262388126461,133.889538145215,49
"265","FR.INR.DPST",1684,"numeric",2924,31.07,"3.5",3736,31.07,-0.18,12.2905547393097,5175.2405527538,106.794158739948,11404.9923409731,0.1058625,1.03120546896864,1.84720958854661,3.38609668331752,5.41833333333333,9.76186600171848,16.5054166666666,25.426875,73.1050833333337,288
"266","FR.INR.LEND",1942,"numeric",2831,35.83,NA,3478,35.83,0.5,18.7335638607156,1443.60835833333,43.0314273494767,1851.70373973329,2.688975,5.01133333333333,5.95175,8.7,12.870742858995,18.9166666666667,29.756,44.6743749999999,96.0007018416666,266
"267","FR.INR.LNDP",2101,"numeric",2904,38.76,"0",3319,38.76,-72.4,9.81267609487841,1064.29557677583,26.8581480653506,721.360117500296,0.261263007119328,1.90738832775427,2.69916666666667,4.29416666666666,6.60333262140543,10.19125,16.1716666666666,22.0223437080752,51.5393741666666,235
"268","FR.INR.RINR",2025,"numeric",3396,37.36,NA,3395,37.36,-97.4497326092387,7.78589585446298,572.936313468805,19.0108254625703,361.411484768313,-32.0777359411235,-7.21429916522536,-1.86346175999963,2.94388311604927,6.65094478988329,11.288272790051,18.254870252082,23.725359321438,48.4413782628727,297
"269","FR.INR.RISK",3527,"numeric",1865,65.07,NA,1893,65.07,-26.0781647535998,6.71068796589791,330.191666666666,12.9773118212941,168.410622107101,-5.59048880387911,0.510433333333368,1.57624,2.9275,4.7166666666667,7.33,11.7178742843682,15.9201666666667,44.8074053378441,150
"270","FS.AST.CGOV.GD.ZS",1272,"numeric",4149,23.47,"14.499347722967",4148,23.47,-162.591996723087,8.7075199617448,1210.06372513076,29.472523638626,868.62964962937,-42.2605295978565,-12.544627772695,-6.04427057227625,-0.629927315694367,5.01955479235068,13.4623043443798,26.0266597289148,38.8451613683536,98.0669295304893,367
"271","FS.AST.DOMO.GD.ZS",3437,"numeric",1984,63.41,NA,1983,63.41,0.20315145578865,57.8327115549807,341.319362512423,55.3519111308713,3063.83406583988,2.68630198238635,6.09628171327205,9.66310532046195,20.529317847866,39.3564468407717,73.6219636321152,136.543729074177,176.135455035346,247.227434954572,150
"272","FS.AST.DOMS.GD.ZS",1263,"numeric",4158,23.3,"36.8625260966519",4157,23.3,-114.69366679065,59.1868239787764,3123.87877599692,73.0500225680037,5336.30579718585,-16.3936627457166,5.01580207395653,9.60275043127004,21.0753276738628,42.9956537580679,77.6984785968587,132.86868695048,168.129143709821,265.016562772089,239
"273","FS.AST.PRVT.GD.ZS",1253,"numeric",4168,23.12,"5.81733138541315",4167,23.12,0.185870411544217,45.2343245309974,1762.44628083665,50.1602389539368,2516.04957191604,2.14491711921035,4.78407838924836,7.02366456561249,14.5008401660041,30.9362860876124,60.1830427994458,103.311221813181,136.353396317809,194.096311819175,244
"274","GB.XPD.RSDV.GD.ZS",3980,"numeric",1434,73.43,NA,1440,73.43,0.00544,0.938132173590435,4.47954,0.929597064681399,0.864150702664274,0.023283,0.0552355,0.106732,0.245505,0.58195,1.324,2.401532,2.9436985,3.9301822,73
"275","GC.BAL.CASH.CN",3027,"numeric",2389,55.85,"-10986917520.92",2393,55.85,-151655548050245,-58700039016.3492,208454671378612,7258399614076.48,5.26843649576256e+25,-7194865051816.96,-698062790807.851,-177124018616.58,-34727100000,-1505630000,9835495.82947207,13354626844,231477998848.001,7625199999999.98,540
"276","GC.BAL.CASH.GD.ZS",3048,"numeric",2373,56.24,NA,2372,56.24,-203.719093990641,-0.581821499311912,3333.0646418242,68.864408328968,4742.30673449883,-14.9616447768528,-9.18970853628269,-6.88298200503688,-4.22936789795211,-1.96755581117585,0.0427414938305956,2.37584637234867,5.42333088052225,16.5280011759905,185
"277","GC.DOD.TOTL.CN",4206,"numeric",1209,77.6,"2156836068429.99",1214,77.6,567.923333333333,14520037543596,2156885973634860,119146811134454,1.41959626035092e+28,113313450.508404,743332721.791567,1754621268.73644,9626755000,188970003168,792621250000,5122203500000,16602208805096.2,432379188500366,204
"278","GC.DOD.TOTL.GD.ZS",4214,"numeric",1207,77.75,"150.072548942759",1206,77.75,0.213918150999114,58.2635041661182,5102.68132487772,150.30333098593,22591.091305466,0.911493191150674,8.69150624232777,14.2264299267318,28.1566795465255,47.0593669807427,69.3136596966119,101.751169757721,127.199758895177,189.205234542809,53
"279","GC.FIN.DOMS.CN",4031,"numeric",1380,74.37,NA,1389,74.37,-2.3937444e+13,584368590482.806,160503999997035,6899982674016.4,4.76097609017265e+25,-1.65704e+12,-58124470436,-8785442710.24,-20200000,822500000,34669156692.7134,217679642726.8,859703399999.999,14906224800000,303
"280","GC.FIN.DOMS.GD.ZS",4041,"numeric",1380,74.56,"-0.385238048259495",1379,74.56,-34.6102379765434,1.76514984493621,30.414492886163,3.93024921347116,15.4468588799907,-6.41667057818244,-2.38045811795373,-1.23882785843337,-0.0986297692244974,1.06137167503815,2.90739629378858,6.04841439471055,8.17141695991727,15.8616064830263,115
"281","GC.FIN.FRGN.CN",4019,"numeric",1395,74.15,NA,1401,74.15,-2.96214e+13,27682954534.4917,4.97053e+13,2085526765401.9,4.34942188920772e+24,-3.7469e+12,-68685237928.1,-6795500000,-1.8e+07,5.7e+08,1.586e+10,1.23096e+11,5.12768e+11,3012421670000,366
"282","GC.FIN.FRGN.GD.ZS",4028,"numeric",1393,74.32,NA,1392,74.32,-35.4162535044928,1.43101803610227,25.8250207813799,3.19565533130982,10.2122129965289,-5.23239450784844,-1.83156777616656,-0.875102552695854,-0.0515390856316833,0.93491661091089,2.52870385701956,4.44909483800443,6.14268570006503,12.4180437537243,80
"283","GC.REV.GOTR.CN",3163,"numeric",2250,58.36,NA,2257,58.36,-16300000,2938640549593.84,633564855855039,29993583769092.3,8.99615067313554e+26,5670880,55035200,175823200,1213032000,14898751000,8.8165e+10,814487799856.69,3012184800000,41023667743825.6,366
"284","GC.REV.GOTR.ZS",3186,"numeric",2234,58.78,NA,2234,58.78,0.177817987759118,22.7732141814383,99.1452991452991,19.060911066233,363.318330674843,3.04783529039535,4.92606876842593,6.81323844133934,9.79885218023073,16.4177057088903,28.5788707978752,47.1246057916345,67.3147148407869,94.3246310110106,161
"285","GC.REV.SOCL.CN",3677,"numeric",1731,67.84,"278564733300",1743,67.84,0.173333333333333,1170478377295.65,194791697157872,8307398676902.42,6.9012872777e+25,15337.09754,23856800,108694400,1002233549.58295,13246300000,89489958473.4,539503200000,2425611999999.99,30114505999999.9,282
"286","GC.REV.SOCL.ZS",3695,"numeric",1725,68.17,NA,1725,68.17,1.87852401846539e-06,19.3189510172414,98.8358017658787,15.4427106444139,238.477312047094,0.00427658584037422,0.218332418281578,0.800748328585339,4.69488030351486,17.6942393463513,31.9533229745654,37.7489746296999,42.1937341259009,63.9831965439769,7
"287","GC.REV.XGRT.CN",2928,"numeric",2491,54.02,NA,2492,54.02,23.5133333333333,7769469039979.52,1332718294509730,62869392249912.5,3.95256048187336e+27,93330505.1272353,431910000,1156250683.96664,6667025000,91964500000,553631293146.25,2668144802760.62,10981835350000,176062735860001,352
"288","GC.REV.XGRT.GD.ZS",2952,"numeric",2469,54.46,NA,2468,54.46,0.0226097057004409,55.0673186150395,73069.7099722673,1470.37870163855,2162013.52623228,2.10019473044086,9.03438568847767,11.5156832017258,16.9644770731813,23.8133922784139,33.1790031354898,39.826366813814,43.9461051752535,63.8701390857279,32
"289","GC.TAX.EXPT.CN",4706,"numeric",630,86.83,NA,714,86.83,-404894860000,191360936005.596,28855602747583,1555585892336.57,2.41984746843657e+24,2368.72727272727,2e+05,903000,7040427.93,126249121,2035293655.5,41547000000.0001,232530000281.6,4602753430000,112
"290","GC.TAX.EXPT.ZS",4709,"numeric",711,86.88,NA,711,86.88,-25.2242438200254,2.33988735997904,44.6078715457362,6.07800562195505,36.9421523405173,9.27274854139406e-05,0.000954031560794866,0.00369831603343278,0.0223415822475126,0.282263313424543,1.68383950362528,5.21182721352412,13.7502195664583,37.3048645551233,88
"291","GC.TAX.GSRV.CN",2965,"numeric",2441,54.7,NA,2455,54.7,3.57,1698675131118.76,432612458709742,14505159216256.9,2.10399643888962e+26,10921320,75730000,196680000,2286100000,2.8264e+10,155041500000,811053581999.996,3861346999999.96,38355834560000,327
"292","GC.TAX.GSRV.RV.ZS",2987,"numeric",2433,55.11,NA,2433,55.11,0.023872045834328,30.4742951835097,89.2242790900847,13.2267905380723,174.947987938038,1.28530788026097,5.44020501808378,12.4998260795071,22.70362852068,31.7043705050875,38.5532172244818,45.7255092795524,50.7108630908775,61.2527252181677,21
"293","GC.TAX.GSRV.VA.ZS",3124,"numeric",2297,57.64,NA,2296,57.64,0.0139115741486499,9.98679267638265,67.741054605365,6.06173777513016,36.7446648544399,0.357005642437215,1.57259109433383,3.46907539414951,5.80486360824005,9.67583426618883,13.1813403823742,16.1471585527248,18.6818991905514,28.5233576058426,40
"294","GC.TAX.IMPT.CN",3397,"numeric",1977,62.68,"26246070272",2023,62.68,-7.97e+08,408715152302.103,6.2554414e+13,2987582113360.57,8.92564688407203e+24,-10780000,1e+06,21450646.2683764,176486684.014666,2501080000,31197276780.11,261657600000,9.1815e+11,8642636979999.98,367
"295","GC.TAX.IMPT.ZS",3401,"numeric",2019,62.75,NA,2019,62.75,-7.36842105263158,14.4664992784853,88.8234259584946,15.1785859873047,230.389472574002,-0.0206270326106247,0.00446143137845566,0.759491462494408,3.31343487608767,9.38574256050557,20.6456381497958,34.9238355676201,45.9106304549698,68.9532990731481,96
"296","GC.TAX.INTT.CN",3200,"numeric",2168,59.04,"7e+06",2220,59.04,-296896790000,465529854132.351,6.2554414e+13,3276415851601.64,1.07349008326265e+25,-8170300,1512200,24155170.98,217068688.783837,2601216500,35432688656.75,335060830000,1055579989769.18,9492133129999.98,416
"297","GC.TAX.INTT.RV.ZS",3222,"numeric",2198,59.45,"26.7127443105757",2198,59.45,-15.8416948621915,11.0446765740293,61.9065764926919,12.3690284732248,152.992865371445,-0.00227222738425259,0.00657669891032068,0.384240050637422,2.08873349739188,6.1313646283991,16.1726526820803,28.9519537143734,38.3816449294819,51.8882382650336,119
"298","GC.TAX.OTHR.CN",3123,"numeric",2196,57.62,NA,2297,57.62,-4767528129.594,293547785234.804,40575810298713,2065325811833.82,4.26557070902704e+24,24467.6501259442,2400000,6390800,67600000,1.491e+09,11645601442,70122400000.0001,4.5104e+11,8875236799999.99,356
"299","GC.TAX.OTHR.RV.ZS",3145,"numeric",2275,58.03,"1.5358448415922",2275,58.03,-4.54524684327301,3.05632074284264,33.2560715409997,4.14402804087579,17.1729684035649,0.000916619529241204,0.0532529005718817,0.146368184792878,0.568111033811102,1.67626643036479,3.98156647444846,7.57091666897886,10.0259250714915,21.563564011914,148
"300","GC.TAX.TOTL.CN",2911,"numeric",2506,53.71,"4492319019.1349",2509,53.71,20.72,4311596297466.24,980518133319318,35347470738047.8,1.24944368757715e+27,50963518.3908581,223757442,573360000,4240041642.52921,60547984389,3.65164e+11,1791979400000.02,6836802799999.99,100128669600000,370
"301","GC.TAX.TOTL.GD.ZS",2935,"numeric",2486,54.15,"14.2348021464991",2485,54.15,0.0195571334404491,34.8265674881981,44326.3230022219,888.897994431346,790139.64450407,0.658085589238476,4.92891496649093,7.82577020164148,11.8159158333489,15.9933620670276,21.8045515699943,26.1998013565241,28.859738689565,45.2788780533372,53
"302","GC.TAX.YPKG.CN",2941,"numeric",2471,54.26,NA,2479,54.26,7.01666666666667,2006651833857.54,465069641549058,17598481796438.2,3.09706561539568e+26,10196200,48524554.83,133380000,1133678507.5,2.2165e+10,136922500000,684428046878.559,2072486182182.7,44085679999999.7,348
"303","GC.TAX.YPKG.RV.ZS",2963,"numeric",2457,54.67,NA,2457,54.67,0.419790104947526,22.9457929053199,79.5393499142356,13.1779741658948,173.659003116989,1.45059804512785,4.68718562326071,8.28418028028644,13.6181073541341,20.2271373006514,30.0036571906245,40.2159367839125,50.0589329411078,63.1499177099224,62
"304","GC.TAX.YPKG.ZS",2943,"numeric",2474,54.3,NA,2477,54.3,1.6483306447297,35.0286560435804,130.539774653234,17.3789058970294,302.026370177804,3.86157335678217,10.9360874994448,15.2543878300486,22.6222767898538,33.1314228995596,45.5013240727526,57.1610555406596,66.9090255919603,91.1951237191949,48
"305","GC.XPN.COMP.CN",2993,"numeric",2416,55.22,"6431860000",2427,55.22,33.8233333333333,1482565478221.94,321022501016397,13240562933210.7,1.75312506788312e+26,17604000,147866564.7,344096000,1864900000,17929717196.2432,104863667278.701,591506235420.545,2493240021999.98,23436848500000,373
"306","GC.XPN.COMP.ZS",3029,"numeric",2391,55.89,"22.3453114337168",2391,55.89,2.17120169621885,26.654002537014,70.0282763707893,14.2998537050808,204.485815986712,4.73388014460493,7.37944409319879,9.54780924035883,14.4858478877525,24.7676587150429,37.0687808510973,46.136005070187,51.8801023461358,63.7775089623218,0
"307","GC.XPN.GSRV.CN",2996,"numeric",2417,55.28,"1.174e+09",2424,55.28,43.6433333333333,773472817662.733,140020870803375,5818591786832.75,3.38560103817975e+25,19169394.8733143,80620622.62,191571031.881372,1169673052.90568,1.1206e+10,67452500000,435510000000.001,1416881950000,1.7526474e+13,395
"308","GC.XPN.GSRV.ZS",3028,"numeric",2391,55.87,"19.9953445065177",2392,55.87,2.26488609834028,17.6173806450249,75.7334792740754,11.9083843837256,141.809618630561,2.76999921583215,4.59333090769354,6.02055477697824,9.16969776961218,14.6779401960899,22.7397521589687,32.049582825966,39.8624659748869,62.4134464844856,99
"309","GC.XPN.INTP.CN",2976,"numeric",2406,54.91,"1.26284e+11",2444,54.91,1.96333333333333,516690215790.106,100515994274160,4476808801779.31,2.00418170476887e+25,817174.33819488,24511424.6069029,64292873.1367494,405335250,7421195000,43954432500,2.52134e+11,739935099999.999,8734129060000.01,400
"310","GC.XPN.INTP.RV.ZS",3003,"numeric",2417,55.41,NA,2417,55.41,5.42987364066156e-05,10.4073600118676,96.042067702709,10.2250199050979,104.551032059648,0.0593880428928961,0.834144677060522,1.76123377279875,3.69044734697474,7.70540194268383,13.3942558746736,21.5817196040702,29.9082101995997,49.8400585514749,142
"311","GC.XPN.INTP.ZS",3034,"numeric",2385,55.98,"11.043814830774",2386,55.98,7.36464449081393e-05,10.1394763784554,53.5690371168814,8.4462828254386,71.3396935672991,0.0902111438971214,0.977038475240266,2.06797877393715,4.12980252602625,7.85231154688894,13.4434965890911,21.2897385808372,27.4684816311533,39.3016582347319,121
"312","GC.XPN.OTHR.CN",3455,"numeric",1948,63.75,NA,1965,63.75,-761799721781.075,646656634787.161,1.1637e+14,5199137044028.14,2.70310260025857e+25,764360,12700000,49891363.536,443970000,5923088000,3.32e+10,208096400000.001,691487932968.143,18992397839999.9,329
"313","GC.XPN.OTHR.ZS",3456,"numeric",1964,63.76,"7.61336970164911",1964,63.76,-2.15740962073807,6.89268027587875,48.257466920616,6.59932631397589,43.5511077983346,0.0634934975979873,0.367971403031535,0.756376396143035,2.29415575579792,5.09177120338851,9.3378451658956,15.1702382424481,20.6028215787762,31.3705124621319,110
"314","GC.XPN.TOTL.CN",3000,"numeric",2419,55.35,"15283460790346",2420,55.35,90.2366666666667,6771496770371.41,1345212463916360,54698251415783.6,2.99189870794427e+27,121598463,458782454.179,1176513000,6678886922.5,98220562449.135,557565500000,2557517310601.2,11027176545324,164779755029999,327
"315","GC.XPN.TOTL.GD.ZS",3021,"numeric",2400,55.74,NA,2399,55.74,0.0245868067904793,54.7679459060211,68757.342889493,1403.32675694767,1969325.98676526,2.04502233548047,9.87582947719771,12.3966027479361,17.2003752000955,24.2101376883986,33.5590998103011,41.8211336299142,45.6936630258999,63.457714866797,32
"316","GC.XPN.TRFT.CN",3121,"numeric",2296,57.58,"2.81374e+11",2299,57.58,150,3520156099842.98,902743085497893,32139440624191.2,1.03294364363591e+27,14656140,65891300,185460000,1769753376.42674,3.3311e+10,213541500000,913162400000.001,4998294200000,78887156099999.9,319
"317","GC.XPN.TRFT.ZS",3132,"numeric",2288,57.79,"55.0391794120853",2288,57.79,0.0837641338688446,38.1089287142131,138.381271904581,21.7140560891665,471.500231843468,1.12834281085843,6.26971096237506,10.3845076829544,21.4267876001233,35.6909176156962,53.9901549905191,66.3021218117471,72.1023071523566,80.7767076868904,18
"318","IC.BUS.DISC.XQ",3504,"numeric",13,64.65,NA,1916,64.65,0,5.02672233820459,10,2.47682857695604,6.13467979962607,0,1,2,3,5,7,8,9,10,0
"319","IC.BUS.EASE.XQ",5046,"numeric",188,93.1,NA,374,93.1,1,95.5828877005348,189,54.5302860110152,2973.55209244312,2.73,10,20.3,48.25,96,142.75,170.7,180,187.27,0
"320","IC.BUS.NDNS.ZS",4302,"numeric",1108,79.37,NA,1118,79.37,0.00212068548431685,3.71261994200701,93.6999679795069,6.98773826750822,48.8284860951988,0.0156303102090978,0.0502891876115674,0.13077313373027,0.567354140379718,1.52,4.18762091567473,8.48896920029054,13.7275030671011,32.1391686046511,90
"321","IC.BUS.NREG",4302,"numeric",1084,79.37,NA,1118,79.37,3,29043.5885509839,577069,64141.7224987961,4114160565.11256,22.34,141.55,557.9,2189.75,8174.5,27674.75,68181.4,110005.849999999,388631.409999999,117
"322","IC.CRD.INFO.XQ",4859,"numeric",10,89.65,NA,561,89.65,0,4.1283422459893,8,3.21679725322763,10.3477845683728,0,0,0,0,6,7,8,8,8,0
"323","IC.CRD.PRVT.ZS",3361,"numeric",507,62.01,"18.9",2059,62.01,0,22.249227780476,100,33.4694958175056,1120.20715027802,0,0,0,0,0,37.6,85.36,100,100,183
"324","IC.CRD.PUBL.ZS",3361,"numeric",356,62.01,NA,2059,62.01,0,7.06493443419135,100,15.318293024953,234.650101198323,0,0,0,0,0,4.4,25.52,41.81,72.252,395
"325","IC.CUS.DURS.EX",5145,"numeric",116,94.93,NA,275,94.93,1.1,6.19527272727273,26,4.45259862390945,19.8256345056403,1.274,1.7,2.04,2.7,5,7.6,12.2,15.8,20.756,18
"326","IC.ELC.DURS",5139,"numeric",224,94.82,NA,281,94.82,1.8,31.8081850533808,207.2,30.5366811728345,932.488897051347,2.48,5.3,7,10.9,22.7,42.5,65.8,93.2,139.78,16
"327","IC.ELC.OUTG",5206,"numeric",99,96.05,NA,214,96.05,0,6.7107476635514,100.7,12.7783754542814,163.286879250581,0.1,0.265,0.33,0.7,1.9,6.65,16.81,31.57,62.8750000000001,24
"328","IC.ELC.TIME",4171,"numeric",163,76.96,NA,1249,76.96,18,105.095356285028,585,76.9143640778207,5915.81940149556,18,32,38,62,88,125,177.2,222,455,66
"329","IC.EXP.COST.CD",3603,"numeric",546,66.48,"1800",1817,66.48,390,1377.36945514584,9050,943.459712146868,890116.228444251,416,530,620,810,1105,1545,2410.8,3343,5327,156
"330","IC.EXP.DOCS",3603,"numeric",15,66.48,"4",1817,66.48,2,6.32195927352779,15,2.19589297072263,4.82194593886908,3,3,4,5,6,8,9,10,12,16
"331","IC.EXP.DURS",3603,"numeric",83,66.48,NA,1817,66.48,6,23.6804072647221,102,15.6777224606161,245.790981552106,6,8,9,13,20,28,45,57,79.8399999999999,129
"332","IC.FRM.BNKS.ZS",5130,"numeric",215,94.65,NA,290,94.65,0,23.38,75.8,14.693927375964,215.911501730104,0.356,2.7,6.23,11.3,22.15,33.475,44.2,47.355,60.4620000000001,2
"333","IC.FRM.CORR.ZS",5136,"numeric",223,94.76,NA,284,94.76,0,28.6528169014084,87,21.369396874481,456.651122779077,0.083,3.745,5.93,12.1,21.45,42.275,60.41,69.595,84.8,0
"334","IC.FRM.CRIM.ZS",5131,"numeric",39,94.67,NA,289,94.67,0,0.824567474048443,5.7,0.875586253870038,0.766651287966167,0,0,0.1,0.3,0.5,1,2,2.7,4.148,28
"335","IC.FRM.DURS",5199,"numeric",181,95.92,NA,221,95.92,1.2,30.6990950226244,192.9,30.6456344079904,939.154908268202,1.9,4.9,7.3,13,22.2,38.1,56.3,81,174.48,14
"336","IC.FRM.FEMO.ZS",5166,"numeric",195,95.31,NA,254,95.31,2.2,32.5484251968504,86.8,14.8161905845952,219.519503439046,4.359,10.455,13.1,22.675,31.8,41.6,51.54,58.3,72.502,3
"337","IC.FRM.FREG.ZS",5227,"numeric",131,96.44,NA,193,96.44,17.9,88.9917098445596,100,12.0369930526151,144.889201748705,51.088,65.32,75.72,84.3,92.7,97.5,98.78,99.78,100,10
"338","IC.FRM.INFM.ZS",5275,"numeric",146,97.32,NA,145,97.32,7.37,49.1244827586207,97.32,19.8148685380951,392.629015181992,9.9372,18.866,26.342,35.41,45.53,64.83,75.686,82.096,95.1412,0
"339","IC.FRM.ISOC.ZS",5133,"numeric",189,94.7,NA,287,94.7,0.6,16.5344947735192,54.1,9.34083232948168,87.2511486074901,1.3,4.23,5.9,9.95,15.5,21,28.64,33.66,44.2419999999999,10
"340","IC.FRM.OUTG.ZS",5201,"numeric",100,95.96,NA,219,95.96,0,4.77488584474886,33.8,5.11356886816611,26.1485865694776,0.1,0.2,0.6,1.4,3,6.6,10.62,15.01,24.668,12
"341","IC.FRM.TRNG.ZS",5133,"numeric",239,94.7,NA,287,94.7,2,39.0452961672474,95.1,19.4598197432543,378.68458443995,5.13,11.26,16.08,24.8,35.5,51.2,67.0000000000001,75.79,88.204,3
"342","IC.GOV.DURS.ZS",5132,"numeric",155,94.69,NA,288,94.69,0.1,8.62638888888889,46.5,6.82105253213519,46.5267576461479,0.487,1.6,2,3.9,6.7,11.5,18.79,21.515,29.907,11
"343","IC.IMP.COST.CD",3603,"numeric",590,66.48,"2095",1817,66.48,317,1638.87754540451,10650,1228.62994142446,1509531.53296468,420,585,677.6,910,1295,1910,2945,4035,6360,131
"344","IC.IMP.DOCS",3603,"numeric",18,66.48,NA,1817,66.48,2,7.4799119427628,21,2.79843379594789,7.83123171030333,3,3,4,6,7,9,11,12,17,34
"345","IC.IMP.DURS",3603,"numeric",98,66.48,NA,1817,66.48,4,26.7798569069895,130,19.5252031689836,381.233558790086,5,7,9,14,22,33,54,69,101,152
"346","IC.ISV.DURS",5077,"numeric",42,93.67,"3",343,93.67,0.4,2.57871720116618,6.2,1.16178758660917,1.34975039639916,0.6,0.91,1.1,1.8,2.5,3.2,4,5,5.70599999999999,4
"347","IC.LGL.CRED.XQ",4859,"numeric",14,89.65,NA,561,89.65,0,4.93226381461676,12,2.90794049143137,8.45611790170614,0,1,1,2,5,7,9,10,12,0
"348","IC.LGL.DURS",3228,"numeric",252,59.56,"725",2192,59.56,120,621.593704379562,1800,299.918258233287,89950.9616216889,211,267,321,425,560,720,1010,1297.8,1715,171
"349","IC.PRP.DURS",3407,"numeric",196,62.86,NA,2013,62.86,1,65.293392945852,956,83.3269981419408,6943.38861934701,1,4.8,9,19.5,43,72,135.4,225.799999999999,391,171
"350","IC.PRP.PROC",3407,"numeric",18,62.86,NA,2013,62.86,1,5.97203179334327,14,2.15086271816411,4.62621043238828,1,3,3,5,6,7,9,9.39999999999986,12,86
"351","IC.REG.COST.PC.ZS",3228,"numeric",910,59.56,"12.6",2192,59.56,0,54.4741788321168,1540.2,119.339973570828,14242.0292918859,0.2,0.7,1.3,5.5,16.65,52.1,140.77,206.37,490.374000000001,278
"352","IC.REG.DURS",3228,"numeric",188,59.56,"30",2192,59.56,0.5,35.502098540146,697,52.2833240584332,2733.54597459914,2.5,5,6.32,11.5,22,40,73,102,179.250000000004,183
"353","IC.REG.PROC",3228,"numeric",29,59.56,NA,2192,59.56,1,8.28480839416058,21,3.44345363605272,11.8573729436447,2,3,4,6,8,10,13,14,18,57
"354","IC.TAX.DURS",3504,"numeric",339,64.65,NA,1916,64.65,0,272.082881002088,2600,216.714861283306,46965.3311010427,36,71.75,87,146.5,223,328,488,659.25,1025,135
"355","IC.TAX.GIFT.ZS",5133,"numeric",200,94.7,NA,287,94.7,0,21.1905923344948,84.4,20.7403077540288,430.160365731829,0,0.3,1.46,4.55,14.4,31.8,55.3,62.81,82.07,6
"356","IC.TAX.LABR.CP.ZS",4896,"numeric",188,90.33,NA,524,90.33,0,15.9124045801527,53.5,10.9031412115774,118.878488279597,0,0,3,7.9,13.5,22.7,30.6,35.67,48.0199999999999,6
"357","IC.TAX.METG",5156,"numeric",57,95.13,NA,264,95.13,0.1,2.06515151515151,16.6,2.01539643510752,4.06182279064408,0.263,0.4,0.6,1,1.5,2.425,3.57,6.455,9.5,17
"358","IC.TAX.OTHR.CP.ZS",5068,"numeric",115,93.51,NA,352,93.51,0,8.71505681818182,184.5,20.0870860556624,403.491026207589,0,0,0.1,0.8,2.1,5.6,24.5300000000001,43.07,90.9660000000003,57
